version	tstamp	logtime	bm_version	platform	cores	mem	binary	kind	argument	total_count	wo_index_count	with_index_count	warmup_runs	benchmark_runs	elapsed_secs	total_mean	qsv_env	version_info
5.1.0	2025-06-19-01	2025-06-19-01-04-30	6.6.0	aarch64-apple-darwin	12	34359738368	qsv	prebuilt		248	193	55	2	3	8483	818.773	No qsv-relevant environment variables set.	qsv 5.1.0-mimalloc-apply;fetch;foreach;geocode;Luau 0.663;to;polars-0.48.1:49ce57a;self_update-12-12;25.60 GiB-0 B-15.46 GiB-32.00 GiB (aarch64-apple-darwin compiled with Rust 1.87) prebuilt
